tool_id,period_start_date,received_qty,realized_shots,cumulative_realized_shots
T10114,2025-03-01,385,2006,61523
T10114,2025-04-01,11457,59711,121234
T10114,2025-05-01,357,1860,123094
T10114,2025-06-01,180,938,124032
T10115,2024-01-01,23193,102049,102049
T10115,2024-02-01,20366,130026,232075
T10115,2024-03-01,24375,107250,339325
T10115,2024-04-01,34337,151082,490407
T10115,2024-05-01,24913,109617,600024
T10115,2024-06-01,23449,151941,751965
T10115,2024-07-01,24573,108121,860086
T10115,2024-08-01,17844,78513,938599
T10115,2024-09-01,24732,108820,1047419
T10115,2024-10-01,33451,147184,1194603
T10115,2024-11-01,19041,83780,1278383
T10115,2024-12-01,17498,76991,1355374
T10115,2025-01-01,32175,141570,1496944
T10115,2025-02-01,27362,164174,1661118
T10115,2025-03-01,20396,89742,1750860
T10115,2025-04-01,30214,132941,1883801
T10115,2025-05-01,33278,146423,2030224
T10115,2025-06-01,20719,91163,2121387
T10116,2024-01-01,59153,65068,65068
T10116,2024-02-01,63227,102811,167879
T10116,2024-03-01,42778,47055,214934
T10116,2024-04-01,45865,50451,265385
T10116,2024-05-01,49371,54308,319693
T10116,2024-06-01,44542,48996,368689
T10116,2024-07-01,29018,31919,400608
T10116,2024-08-01,78645,86509,487117
T10116,2024-09-01,48886,53774,540891
T10116,2024-10-01,55125,60637,601528
T10116,2024-11-01,58820,64702,666230
T10116,2024-12-01,37523,41275,707505
T10116,2025-01-01,63052,69357,776862
T10116,2025-02-01,54492,59941,836803
T10116,2025-03-01,55707,61277,898080
T10116,2025-04-01,56024,61626,959706
T10116,2025-05-01,55162,60678,1020384
T10116,2025-06-01,45719,50290,1070674
T10117,2024-01-01,38365,45577,45577
T10117,2024-02-01,27916,33164,78741
T10117,2024-03-01,28099,33381,112122
T10117,2024-04-01,37256,44260,156382
T10117,2024-05-01,32810,38978,195360
T10117,2024-06-01,28584,33957,229317
T10117,2024-07-01,25850,30709,260026
T10117,2024-08-01,38421,45644,305670
T10117,2024-09-01,23776,28245,333915
T10117,2024-10-01,24040,28559,362474
T10117,2024-11-01,22153,26317,388791
T10117,2024-12-01,27983,48125,436916
T10117,2025-01-01,27302,32434,469350
T10117,2025-02-01,32087,38119,507469
T10117,2025-03-01,27433,32590,540059
T10117,2025-04-01,40817,48490,588549
T10117,2025-05-01,35909,42659,631208
T10117,2025-06-01,27903,33148,664356
T10118,2024-01-01,36952,48146,48146
T10118,2024-02-01,38254,63311,111457
T10118,2024-03-01,37506,48868,160325
T10118,2024-04-01,29994,39080,199405
T10118,2024-05-01,38423,50063,249468
T10118,2024-06-01,19762,25748,275216
T10118,2024-07-01,35063,45685,320901
T10118,2024-08-01,29119,47442,368343
T10118,2024-09-01,33196,43252,411595
T10118,2024-10-01,57474,74885,486480
T10118,2024-11-01,36229,59450,545930
T10118,2024-12-01,19074,24852,570782
T10118,2025-01-01,44733,58284,629066
T10118,2025-02-01,49064,63927,692993
T10118,2025-03-01,33857,58675,751668
T10118,2025-04-01,51386,66953,818621
T10118,2025-05-01,28086,36594,855215
T10118,2025-06-01,34716,45233,900448
T10119,2024-01-01,26183,66242,66242
T10119,2024-02-01,30500,77165,143407
T10119,2024-03-01,24585,62200,205607
T10119,2024-04-01,28997,73362,278969
T10119,2024-05-01,25513,64547,343516
T10119,2024-06-01,24449,61855,405371
T10119,2024-07-01,24477,83331,488702
T10119,2024-08-01,31719,80249,568951
T10119,2024-09-01,23789,60186,629137
T10119,2024-10-01,25084,63462,692599
T10119,2024-11-01,23774,60148,752747
T10119,2024-12-01,18804,47574,800321
T10119,2025-01-01,22142,56019,856340
T10119,2025-02-01,28996,73359,929699
T10119,2025-03-01,25751,65150,994849
T10119,2025-04-01,22786,57648,1052497
T10119,2025-05-01,18026,45605,1098102
T10119,2025-06-01,23593,59690,1157792
T10120,2024-01-01,2928,9662,9662
T10120,2024-02-01,2253,7434,17096
T10120,2024-03-01,1925,8541,25637
T10120,2024-04-01,3008,9926,35563
T10120,2024-05-01,2386,7873,43436
T10120,2024-06-01,2153,7104,50540
T10120,2024-07-01,2256,7444,57984
T10120,2024-08-01,1486,4903,62887
T10120,2024-09-01,2395,7903,70790
T10120,2024-10-01,2657,8768,79558
T10120,2024-11-01,3057,10088,89646
T10120,2024-12-01,2635,8695,98341
T10120,2025-01-01,2195,7243,105584
T10120,2025-02-01,2257,7448,113032
T10120,2025-03-01,2245,7408,120440
T10120,2025-04-01,2464,12588,133028
T10120,2025-05-01,2795,9223,142251
T10120,2025-06-01,1846,6091,148342
T10121,2024-01-01,3805,18903,18903
T10121,2024-02-01,6281,31204,50107
T10121,2024-03-01,7392,36723,86830
T10121,2024-04-01,4471,22211,109041
T10121,2024-05-01,4584,22773,131814
T10121,2024-06-01,4480,22256,154070
T10121,2024-07-01,5445,27050,181120
T10121,2024-08-01,6848,34020,215140
T10121,2024-09-01,5810,28864,244004
T10121,2024-10-01,4813,23910,267914
T10121,2024-11-01,4946,24571,292485
T10121,2024-12-01,4102,20378,312863
T10121,2025-01-01,4231,21019,333882
T10121,2025-02-01,5326,26459,360341
T10121,2025-03-01,7256,36047,396388
T10121,2025-04-01,5829,28958,425346
T10121,2025-05-01,5112,25396,450742
T10121,2025-06-01,5775,28690,479432
T10122,2024-01-01,15181,34400,34400
T10122,2024-02-01,15999,36253,70653
T10122,2024-03-01,14869,33693,104346
T10122,2024-04-01,11460,25968,130314
T10122,2024-05-01,21225,48095,178409
T10122,2024-06-01,17697,40101,218510
T10122,2024-07-01,13539,30679,249189
T10122,2024-08-01,16578,51154,300343
T10122,2024-09-01,19309,43754,344097
T10122,2024-10-01,17040,38612,382709
T10122,2024-11-01,13146,29788,412497
T10122,2024-12-01,17462,39568,452065
T10122,2025-01-01,13993,31708,483773
T10122,2025-02-01,17132,38821,522594
T10122,2025-03-01,15745,35678,558272
T10122,2025-04-01,13696,31035,589307
T10122,2025-05-01,8648,19596,608903
T10122,2025-06-01,15919,36072,644975
T10123,2024-01-01,15957,63828,63828
T10123,2024-02-01,15562,62248,126076
T10123,2024-03-01,15126,82414,208490
T10123,2024-04-01,10911,43644,252134
T10123,2024-05-01,12119,64657,316791
T10123,2024-06-01,13333,53332,370123
T10123,2024-07-01,16441,65764,435887
T10123,2024-08-01,15939,63756,499643
T10123,2024-09-01,14455,57820,557463
T10123,2024-10-01,14801,59204,616667
T10123,2024-11-01,16266,65064,681731
T10123,2024-12-01,13165,52660,734391
T10123,2025-01-01,12571,78832,813223
T10123,2025-02-01,9460,37840,851063
T10123,2025-03-01,14692,58768,909831
T10123,2025-04-01,11577,46308,956139
T10123,2025-05-01,13801,55204,1011343
T10123,2025-06-01,12592,50368,1061711
T10124,2024-01-01,38046,114138,114138
T10124,2024-02-01,45499,136497,250635
T10124,2024-03-01,35365,147207,397842
T10124,2024-04-01,54544,163632,561474
T10124,2024-05-01,45605,136815,698289
T10124,2024-06-01,51499,154497,852786
T10124,2024-07-01,48768,146304,999090
T10124,2024-08-01,43338,130014,1129104
T10124,2024-09-01,43977,131931,1261035
T10124,2024-10-01,42456,173211,1434246
T10124,2024-11-01,31885,95655,1529901
T10124,2024-12-01,41678,163191,1693092
T10124,2025-01-01,52845,158535,1851627
T10124,2025-02-01,47007,141021,1992648
T10124,2025-03-01,44867,134601,2127249
T10124,2025-04-01,43848,131544,2258793
T10124,2025-05-01,47700,143100,2401893
T10124,2025-06-01,38267,114801,2516694
T10125,2024-01-01,35037,41623,41623
T10125,2024-02-01,52030,61811,103434
T10125,2024-03-01,34708,41233,144667
T10125,2024-04-01,48084,57123,201790
T10125,2024-05-01,38434,58976,260766
T10125,2024-06-01,37143,44125,304891
T10125,2024-07-01,44431,52784,357675
T10125,2024-08-01,45773,54378,412053
T10125,2024-09-01,39602,47047,459100
T10125,2024-10-01,47411,56324,515424
T10125,2024-11-01,41042,48757,564181
T10125,2024-12-01,43404,51563,615744
T10125,2025-01-01,49454,58751,674495
T10125,2025-02-01,33864,40230,714725
T10125,2025-03-01,51381,61040,775765
T10125,2025-04-01,56478,86349,862114
T10125,2025-05-01,45649,54231,916345
T10125,2025-06-01,46005,54653,970998
T10126,2024-01-01,49956,99912,99912
T10126,2024-02-01,35458,70916,170828
T10126,2024-03-01,42166,118229,289057
T10126,2024-04-01,37387,74774,363831
T10126,2024-05-01,43511,87022,450853
T10126,2024-06-01,39700,117421,568274
T10126,2024-07-01,47710,95420,663694
T10126,2024-08-01,47327,94654,758348
T10126,2024-09-01,46506,93012,851360
T10126,2024-10-01,59662,119324,970684
T10126,2024-11-01,51859,162544,1133228
T10126,2024-12-01,43279,86558,1219786
T10126,2025-01-01,39883,79766,1299552
T10126,2025-02-01,51075,102150,1401702
T10126,2025-03-01,41455,82910,1484612
T10126,2025-04-01,45038,90076,1574688
T10126,2025-05-01,43327,86654,1661342
T10126,2025-06-01,44215,88430,1749772
T10127,2024-01-01,31789,31789,31789
T10127,2024-02-01,38037,60154,91943
T10127,2024-03-01,33326,33326,125269
T10127,2024-04-01,27477,27477,152746
T10127,2024-05-01,33516,47778,200524
T10127,2024-06-01,31490,31490,232014
T10127,2024-07-01,17515,17515,249529
T10127,2024-08-01,37338,37338,286867
T10127,2024-09-01,36417,54421,341288
T10127,2024-10-01,32860,32860,374148
T10127,2024-11-01,44018,55933,430081
T10127,2024-12-01,26501,26501,456582
T10127,2025-01-01,25291,25291,481873
T10127,2025-02-01,32789,32789,514662
T10127,2025-03-01,40006,40006,554668
T10127,2025-04-01,44233,44233,598901
T10127,2025-05-01,20066,20066,618967
T10127,2025-06-01,26435,26435,645402
T10128,2024-01-01,21648,86592,86592
T10128,2024-02-01,25651,102604,189196
T10128,2024-03-01,42033,262197,451393
T10128,2024-04-01,30926,123704,575097
T10128,2024-05-01,32077,128308,703405
T10128,2024-06-01,24045,96180,799585
T10128,2024-07-01,23077,92308,891893
T10128,2024-08-01,27229,108916,1000809
T10128,2024-09-01,36090,144360,1145169
T10128,2024-10-01,27717,110868,1256037
T10128,2024-11-01,28480,181521,1437558
T10128,2024-12-01,24719,136294,1573852
T10128,2025-01-01,16004,64016,1637868
T10128,2025-02-01,24621,98484,1736352
T10128,2025-03-01,36498,145992,1882344
T10128,2025-04-01,42959,171836,2054180
T10128,2025-05-01,25554,102216,2156396
T10128,2025-06-01,32709,130836,2287232
T10129,2024-01-01,38535,84777,84777
T10129,2024-02-01,2843,6254,91031
T10129,2024-03-01,2882,6340,97371
T10129,2024-04-01,1450,3190,100561
T10129,2024-05-01,3469,7631,108192
T10129,2024-06-01,1646,5727,113919
T10129,2024-07-01,1840,4048,117967
T10129,2024-08-01,10,22,117989
T10129,2024-09-01,116,255,118244
T10129,2024-10-01,752,2290,120534
T10129,2024-11-01,629,1383,121917
T10129,2024-12-01,3673,8080,129997
T10129,2025-01-01,2903,6386,136383
T10129,2025-02-01,2632,5790,142173
T10129,2025-03-01,33743,74234,216407
T10129,2025-04-01,1892,4162,220569
T10129,2025-05-01,31825,70015,290584
T10129,2025-06-01,42014,142530,433114
T10130,2024-01-01,918,6543,6543
T10130,2024-02-01,546,3891,10434
T10130,2024-03-01,205,1461,11895
T10130,2024-04-01,1408,10036,21931
T10130,2024-05-01,857,6108,28039
T10130,2024-06-01,545,3884,31923
T10130,2024-07-01,2225,15859,47782
T10130,2024-08-01,1089,7762,55544
T10130,2024-09-01,979,6978,62522
T10130,2024-10-01,459,3271,65793
T10130,2024-11-01,222,1582,67375
T10130,2024-12-01,2177,15517,82892
T10130,2025-01-01,561,3998,86890
T10130,2025-02-01,19969,142339,229229
T10130,2025-03-01,62,441,229670
T10130,2025-04-01,19185,136750,366420
T10130,2025-05-01,1523,10855,377275
T10130,2025-06-01,230,2595,379870
T10131,2024-01-01,28096,31832,31832
T10131,2024-02-01,46175,52316,84148
T10131,2024-03-01,34784,39410,123558
T10131,2024-04-01,26082,29550,153108
T10131,2024-05-01,31634,35841,188949
T10131,2024-06-01,24972,28293,217242
T10131,2024-07-01,30735,34822,252064
T10131,2024-08-01,26912,30491,282555
T10131,2024-09-01,33560,38023,320578
T10131,2024-10-01,30841,34942,355520
T10131,2024-11-01,42192,47803,403323
T10131,2024-12-01,42477,48126,451449
T10131,2025-01-01,41556,47082,498531
T10131,2025-02-01,34086,38619,537150
T10131,2025-03-01,32898,37273,574423
T10131,2025-04-01,22751,25776,600199
T10131,2025-05-01,39944,45256,645455
T10131,2025-06-01,38118,43187,688642
T10132,2024-01-01,37510,133685,133685
T10132,2024-02-01,30456,108545,242230
T10132,2024-03-01,48903,174290,416520
T10132,2024-04-01,39053,139184,555704
T10132,2024-05-01,29034,103477,659181
T10132,2024-06-01,44630,159061,818242
T10132,2024-07-01,37085,132170,950412
T10132,2024-08-01,34372,122501,1072913
T10132,2024-09-01,33792,120434,1193347
T10132,2024-10-01,39106,139373,1332720
T10132,2024-11-01,55516,197859,1530579
T10132,2024-12-01,47535,219313,1749892
T10132,2025-01-01,63306,225622,1975514
T10132,2025-02-01,45564,162390,2137904
T10132,2025-03-01,37993,181642,2319546
T10132,2025-04-01,34683,123610,2443156
T10132,2025-05-01,43693,155721,2598877
T10132,2025-06-01,41844,203609,2802486
T10133,2024-01-01,44214,191004,191004
T10133,2024-02-01,34319,148258,339262
T10133,2024-03-01,43073,186075,525337
T10133,2024-04-01,21743,93929,619266
T10133,2024-05-01,35695,154202,773468
T10133,2024-06-01,44265,191224,964692
T10133,2024-07-01,45695,197402,1162094
T10133,2024-08-01,33524,144823,1306917
T10133,2024-09-01,46316,200085,1507002
T10133,2024-10-01,29475,127332,1634334
T10133,2024-11-01,24206,104569,1738903
T10133,2024-12-01,37031,252024,1990927
T10133,2025-01-01,36509,157718,2148645
T10133,2025-02-01,31811,137423,2286068
T10133,2025-03-01,46021,198810,2484878
T10133,2025-04-01,52072,224951,2709829
T10133,2025-05-01,24343,105161,2814990
T10133,2025-06-01,36966,159693,2974683
T10134,2024-01-01,402,476,476
T10134,2024-02-01,2310,2736,3212
T10134,2024-03-01,2689,3185,6397
T10134,2024-04-01,2687,3182,9579
T10134,2024-05-01,2928,3468,13047
T10134,2024-06-01,615,728,13775
T10134,2024-07-01,107,126,13901
T10134,2024-08-01,2561,3033,16934
T10134,2024-09-01,43462,51480,68414
T10134,2024-10-01,29334,34746,103160
T10134,2024-11-01,29039,34396,137556
T10134,2024-12-01,2269,3677,141233
T10134,2025-01-01,2243,2656,143889
T10134,2025-02-01,2480,2937,146826
T10134,2025-03-01,2079,2462,149288
T10134,2025-04-01,7,8,149296
T10134,2025-05-01,2520,2984,152280
T10134,2025-06-01,926,1096,153376
T10135,2024-01-01,4920,21648,21648
T10135,2024-02-01,3518,15479,37127
T10135,2024-03-01,4695,20658,57785
T10135,2024-04-01,3671,16152,73937
T10135,2024-05-01,5214,22941,96878
T10135,2024-06-01,4793,21089,117967
T10135,2024-07-01,4981,21916,139883
T10135,2024-08-01,3111,13688,153571
T10135,2024-09-01,4613,20297,173868
T10135,2024-10-01,5302,23328,197196
T10135,2024-11-01,3649,16055,213251
T10135,2024-12-01,4435,19514,232765
T10135,2025-01-01,5178,22783,255548
T10135,2025-02-01,4317,18994,274542
T10135,2025-03-01,4469,19663,294205
T10135,2025-04-01,4892,21524,315729
T10135,2025-05-01,4007,17630,333359
T10135,2025-06-01,6818,29999,363358
T10136,2024-01-01,32633,65266,65266
T10136,2024-02-01,27569,55138,120404
T10136,2024-03-01,33535,67070,187474
T10136,2024-04-01,47608,95216,282690
T10136,2024-05-01,41964,83928,366618
T10136,2024-06-01,33228,66456,433074
T10136,2024-07-01,42436,84872,517946
T10136,2024-08-01,40503,81006,598952
T10136,2024-09-01,19947,39894,638846
T10136,2024-10-01,44809,89618,728464
T10136,2024-11-01,33547,67094,795558
T10136,2024-12-01,40559,81118,876676
T10136,2025-01-01,44074,88148,964824
T10136,2025-02-01,34377,68754,1033578
T10136,2025-03-01,31548,63096,1096674
T10136,2025-04-01,33153,66306,1162980
T10136,2025-05-01,31891,63782,1226762
T10136,2025-06-01,33131,66262,1293024
T10137,2024-01-01,22067,86256,86256
T10137,2024-02-01,21230,82984,169240
T10137,2024-03-01,23734,92772,262012
T10137,2024-04-01,19533,76351,338363
T10137,2024-05-01,14403,56299,394662
T10137,2024-06-01,20493,80104,474766
T10137,2024-07-01,18898,73869,548635
T10137,2024-08-01,18694,73072,621707
T10137,2024-09-01,26546,103764,725471
T10137,2024-10-01,16126,63034,788505
T10137,2024-11-01,16523,64585,853090
T10137,2024-12-01,20994,82062,935152
T10137,2025-01-01,24895,97310,1032462
T10137,2025-02-01,17251,67431,1099893
T10137,2025-03-01,15657,61200,1161093
T10137,2025-04-01,16408,64136,1225229
T10137,2025-05-01,19132,74784,1300013
T10137,2025-06-01,18102,70758,1370771
T10138,2024-01-01,55596,447547,447547
T10138,2024-02-01,33651,270890,718437
T10138,2024-03-01,28672,230809,949246
T10138,2024-04-01,39868,320937,1270183
T10138,2024-05-01,45840,369012,1639195
T10138,2024-06-01,34392,276855,1916050
T10138,2024-07-01,36348,292601,2208651
T10138,2024-08-01,26124,210298,2418949
T10138,2024-09-01,31858,256456,2675405
T10138,2024-10-01,45389,365381,3040786
T10138,2024-11-01,57160,460137,3500923
T10138,2024-12-01,34270,275873,3776796
T10138,2025-01-01,44007,354256,4131052
T10138,2025-02-01,38503,309949,4441001
T10138,2025-03-01,41274,332255,4773256
T10138,2025-04-01,26594,214081,4987337
T10138,2025-05-01,39483,317838,5305175
T10138,2025-06-01,38471,309691,5614866
T10139,2024-01-01,25135,238883,238883
T10139,2024-02-01,13276,126175,365058
T10139,2024-03-01,32751,311265,676323
T10139,2024-04-01,35752,471668,1147991
T10139,2024-05-01,24585,233655,1381646
T10139,2024-06-01,34633,329152,1710798
T10139,2024-07-01,28709,272850,1983648
T10139,2024-08-01,30459,289482,2273130
T10139,2024-09-01,29868,283865,2556995
T10139,2024-10-01,34628,329104,2886099
T10139,2024-11-01,20841,198072,3084171
T10139,2024-12-01,23405,222441,3306612
T10139,2025-01-01,30824,292951,3599563
T10139,2025-02-01,22800,216691,3816254
T10139,2025-03-01,26760,254327,4070581
T10139,2025-04-01,30810,292818,4363399
T10139,2025-05-01,33810,321330,4684729
T10139,2025-06-01,31140,295954,4980683
T10140,2024-01-01,44982,291483,291483
T10140,2024-02-01,42554,275749,567232
T10140,2024-03-01,69485,450262,1017494
T10140,2024-04-01,34631,224408,1241902
T10140,2024-05-01,30503,197659,1439561
T10140,2024-06-01,24931,161552,1601113
T10140,2024-07-01,50108,440910,2042023
T10140,2024-08-01,40526,262608,2304631
T10140,2024-09-01,33483,216969,2521600
T10140,2024-10-01,62669,641025,3162625
T10140,2024-11-01,32124,208163,3370788
T10140,2024-12-01,51108,331179,3701967
T10140,2025-01-01,42583,401379,4103346
T10140,2025-02-01,49429,320299,4423645
T10140,2025-03-01,47876,310236,4733881
T10140,2025-04-01,52689,341424,5075305
T10140,2025-05-01,34003,220339,5295644
T10140,2025-06-01,42315,347621,5643265
T10141,2024-01-01,17450,104700,104700
T10141,2024-02-01,21584,129504,234204
T10141,2024-03-01,17396,104376,338580
T10141,2024-04-01,19670,118020,456600
T10141,2024-05-01,23166,138996,595596
T10141,2024-06-01,25119,150714,746310
T10141,2024-07-01,14345,86070,832380
T10141,2024-08-01,15796,94776,927156
T10141,2024-09-01,17693,106158,1033314
T10141,2024-10-01,15811,94866,1128180
T10141,2024-11-01,23983,143898,1272078
T10141,2024-12-01,19381,116286,1388364
T10141,2025-01-01,14088,84528,1472892
T10141,2025-02-01,20168,121008,1593900
T10141,2025-03-01,23562,141372,1735272
T10141,2025-04-01,26119,156714,1891986
T10141,2025-05-01,13829,82974,1974960
T10141,2025-06-01,19219,115314,2090274
T10142,2024-01-01,39798,326232,326232
T10142,2024-02-01,43726,358430,684662
T10142,2024-03-01,38984,319559,1004221
T10142,2024-04-01,45409,372226,1376447
T10142,2024-05-01,35851,293877,1670324
T10142,2024-06-01,37440,413720,2084044
T10142,2024-07-01,41481,340028,2424072
T10142,2024-08-01,54297,445083,2869155
T10142,2024-09-01,35287,289254,3158409
T10142,2024-10-01,62155,509496,3667905
T10142,2024-11-01,47342,388071,4055976
T10142,2024-12-01,43102,353315,4409291
T10142,2025-01-01,48350,396334,4805625
T10142,2025-02-01,50035,410146,5215771
T10142,2025-03-01,54895,449985,5665756
T10142,2025-04-01,38756,317690,5983446
T10142,2025-05-01,48251,395523,6378969
T10142,2025-06-01,42255,346372,6725341
T10143,2024-01-01,43671,110487,110487
T10143,2024-02-01,36818,93149,203636
T10143,2024-03-01,30599,77415,281051
T10143,2024-04-01,43476,109994,391045
T10143,2024-05-01,52709,133353,524398
T10143,2024-06-01,47580,162395,686793
T10143,2024-07-01,47179,119362,806155
T10143,2024-08-01,34890,115722,921877
T10143,2024-09-01,45566,115281,1037158
T10143,2024-10-01,41107,159092,1196250
T10143,2024-11-01,48312,122229,1318479
T10143,2024-12-01,41015,103767,1422246
T10143,2025-01-01,43848,110935,1533181
T10143,2025-02-01,41925,161456,1694637
T10143,2025-03-01,50986,128994,1823631
T10143,2025-04-01,44888,113566,1937197
T10143,2025-05-01,31673,80132,2017329
T10143,2025-06-01,42546,107641,2124970
T10144,2024-01-01,20618,103090,103090
T10144,2024-02-01,15738,78690,181780
T10144,2024-03-01,9927,49635,231415
T10144,2024-04-01,19886,99430,330845
T10144,2024-05-01,19816,99080,429925
T10144,2024-06-01,16918,84590,514515
T10144,2024-07-01,19622,98110,612625
T10144,2024-08-01,24812,124060,736685
T10144,2024-09-01,21726,108630,845315
T10144,2024-10-01,17364,86820,932135
T10144,2024-11-01,21260,106300,1038435
T10144,2024-12-01,15805,79025,1117460
T10144,2025-01-01,12570,62850,1180310
T10144,2025-02-01,13132,65660,1245970
T10144,2025-03-01,20335,101675,1347645
T10144,2025-04-01,10075,50375,1398020
T10144,2025-05-01,24297,121485,1519505
T10144,2025-06-01,16720,83600,1603105
T10145,2024-01-01,26059,61916,61916
T10145,2024-02-01,22432,53298,115214
T10145,2024-03-01,20596,48936,164150
T10145,2024-04-01,31811,75582,239732
T10145,2024-05-01,29128,69208,308940
T10145,2024-06-01,25115,59673,368613
T10145,2024-07-01,24558,58349,426962
T10145,2024-08-01,24033,57102,484064
T10145,2024-09-01,38282,90958,575022
T10145,2024-10-01,29619,70374,645396
T10145,2024-11-01,19776,46987,692383
T10145,2024-12-01,21969,52198,744581
T10145,2025-01-01,28457,67613,812194
T10145,2025-02-01,23224,55180,867374
T10145,2025-03-01,28337,67328,934702
T10145,2025-04-01,35776,85003,1019705
T10145,2025-05-01,28095,66753,1086458
T10145,2025-06-01,27939,66383,1152841
T10146,2024-01-01,26470,87351,87351
T10146,2024-02-01,29431,97122,184473
T10146,2024-03-01,28492,94023,278496
T10146,2024-04-01,29962,145640,424136
T10146,2024-05-01,33263,109767,533903
T10146,2024-06-01,23892,106406,640309
T10146,2024-07-01,31036,102418,742727
T10146,2024-08-01,26910,88803,831530
T10146,2024-09-01,34551,114018,945548
T10146,2024-10-01,31125,102712,1048260
T10146,2024-11-01,20812,68679,1116939
T10146,2024-12-01,24839,81968,1198907
T10146,2025-01-01,25978,85727,1284634
T10146,2025-02-01,24559,119928,1404562
T10146,2025-03-01,28067,92621,1497183
T10146,2025-04-01,30867,101861,1599044
T10146,2025-05-01,21597,71270,1670314
T10146,2025-06-01,29342,96828,1767142
T10147,2024-01-01,49314,306239,306239
T10147,2024-02-01,27406,170191,476430
T10147,2024-03-01,29821,185188,661618
T10147,2024-04-01,39486,377332,1038950
T10147,2024-05-01,47741,374254,1413204
T10147,2024-06-01,26120,162205,1575409
T10147,2024-07-01,42018,260931,1836340
T10147,2024-08-01,37109,230446,2066786
T10147,2024-09-01,49213,305612,2372398
T10147,2024-10-01,40282,343347,2715745
T10147,2024-11-01,39164,243208,2958953
T10147,2024-12-01,38556,315634,3274587
T10147,2025-01-01,46278,439966,3714553
T10147,2025-02-01,24942,154889,3869442
T10147,2025-03-01,41641,258590,4128032
T10147,2025-04-01,38765,240730,4368762
T10147,2025-05-01,36551,226981,4595743
T10147,2025-06-01,37456,232601,4828344
T10148,2024-01-01,39579,375050,375050
T10148,2024-02-01,36195,507963,883013
T10148,2024-03-01,47746,452441,1335454
T10148,2024-04-01,40362,382470,1717924
T10148,2024-05-01,40942,387966,2105890
T10148,2024-06-01,31930,302568,2408458
T10148,2024-07-01,46453,440188,2848646
T10148,2024-08-01,33051,313191,3161837
T10148,2024-09-01,28459,269677,3431514
T10148,2024-10-01,34159,323690,3755204
T10148,2024-11-01,41921,397243,4152447
T10148,2024-12-01,36110,342178,4494625
T10148,2025-01-01,35172,333289,4827914
T10148,2025-02-01,28270,267886,5095800
T10148,2025-03-01,28606,271070,5366870
T10148,2025-04-01,23625,223870,5590740
T10148,2025-05-01,45510,431252,6021992
T10148,2025-06-01,28748,272416,6294408
T10149,2024-01-01,52320,355671,355671
T10149,2024-02-01,37331,253776,609447
T10149,2024-03-01,37039,251791,861238
T10149,2024-04-01,41282,280635,1141873
T10149,2024-05-01,43019,292443,1434316
T10149,2024-06-01,40653,421719,1856035
T10149,2024-07-01,42388,288153,2144188
T10149,2024-08-01,56765,385888,2530076
T10149,2024-09-01,35518,241451,2771527
T10149,2024-10-01,38984,265013,3036540
T10149,2024-11-01,40313,274047,3310587
T10149,2024-12-01,43287,294265,3604852
T10149,2025-01-01,52943,359906,3964758
T10149,2025-02-01,34351,233518,4198276
T10149,2025-03-01,33710,229160,4427436
T10149,2025-04-01,44242,300757,4728193
T10149,2025-05-01,50928,346208,5074401
T10149,2025-06-01,44518,302633,5377034
T10150,2024-01-01,16942,74544,74544
T10150,2024-02-01,25634,112789,187333
T10150,2024-03-01,21299,93715,281048
T10150,2024-04-01,21499,94595,375643
T10150,2024-05-01,19190,84436,460079
T10150,2024-06-01,15196,66862,526941
T10150,2024-07-01,15569,68503,595444
T10150,2024-08-01,26836,164385,759829
T10150,2024-09-01,21662,95312,855141
T10150,2024-10-01,19210,84524,939665
T10150,2024-11-01,22984,101129,1040794
T10150,2024-12-01,19827,87238,1128032
T10150,2025-01-01,19125,119904,1247936
T10150,2025-02-01,18394,80933,1328869
T10150,2025-03-01,20080,88352,1417221
T10150,2025-04-01,19450,85580,1502801
T10150,2025-05-01,14933,65705,1568506
T10150,2025-06-01,21625,95150,1663656
T10151,2024-01-01,25308,167032,167032
T10151,2024-02-01,29870,197142,364174
T10151,2024-03-01,24510,161766,525940
T10151,2024-04-01,19550,129030,654970
T10151,2024-05-01,31704,209246,864216
T10151,2024-06-01,25050,165330,1029546
T10151,2024-07-01,23561,155502,1185048
T10151,2024-08-01,31588,285736,1470784
T10151,2024-09-01,23318,153898,1624682
T10151,2024-10-01,26326,173751,1798433
T10151,2024-11-01,27880,184008,1982441
T10151,2024-12-01,29358,193762,2176203
T10151,2025-01-01,27558,181882,2358085
T10151,2025-02-01,25956,260005,2618090
T10151,2025-03-01,21990,218158,2836248
T10151,2025-04-01,28660,189156,3025404
T10151,2025-05-01,18901,124746,3150150
T10151,2025-06-01,16028,105784,3255934
T10152,2024-01-01,22369,51448,51448
T10152,2024-02-01,15107,34746,86194
T10152,2024-03-01,19662,45222,131416
T10152,2024-04-01,22714,52242,183658
T10152,2024-05-01,19697,45303,228961
T10152,2024-06-01,26908,83817,312778
T10152,2024-07-01,29873,68707,381485
T10152,2024-08-01,22484,51713,433198
T10152,2024-09-01,21668,49836,483034
T10152,2024-10-01,15500,35650,518684
T10152,2024-11-01,23705,54521,573205
T10152,2024-12-01,24265,55809,629014
T10152,2025-01-01,21180,48713,677727
T10152,2025-02-01,29318,67431,745158
T10152,2025-03-01,16150,37145,782303
T10152,2025-04-01,23910,82317,864620
T10152,2025-05-01,27179,62511,927131
